,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,KNOWERLEV,GENDER,ID,PASS_SORT,PASS_DOUBLE,PASS_HITCH,PASS_SORT_1,PASS_DOUBLE_1,PASS_HITCH_1,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE,KL_AGE
14,4.821000000000001,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,7,5,0,right,R,5.0_4.821
15,4.821000000000001,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,8,5,1,right,R,5.0_4.821
16,4.821000000000001,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,left,G,5.0_4.821
17,4.821000000000001,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,10,7,0,right,R,5.0_4.821
18,4.821000000000001,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,11,7,1,right,R,5.0_4.821
19,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,right,R,5.0_4.821
20,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,right,B,5.0_4.821
21,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,left,G,5.0_4.821
22,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,3,1,1,left,B,5.0_4.821
23,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,4,2,0,right,R,5.0_4.821
24,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,5,2,1,right,B,5.0_4.821
25,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,6,3,0,left,G,5.0_4.821
26,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,7,3,1,left,B,5.0_4.821
27,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,8,4,0,right,R,5.0_4.821
28,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,9,4,1,right,B,5.0_4.821
29,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,10,5,0,left,G,5.0_4.821
30,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,11,5,1,left,B,5.0_4.821
31,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,12,6,0,right,R,5.0_4.821
32,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,13,6,1,right,B,5.0_4.821
33,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,14,7,0,left,G,5.0_4.821
34,4.821000000000001,HITCH,"/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/","/RB, GB/, /RB, GB/, /RB, GB/, /RB, GB/",5.0,FEMALE,4,1.0,1.0,1.0,1.0,1.0,1.0,15,7,1,left,B,5.0_4.821
35,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,left,R,1.0_3.055
36,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,right,G,1.0_3.055
37,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,2,2,0,left,R,1.0_3.055
38,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,3,3,0,right,G,1.0_3.055
39,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,4,4,0,right,G,1.0_3.055
40,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,5,5,0,left,R,1.0_3.055
41,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,6,6,0,left,R,1.0_3.055
42,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,7,6,1,left,R,1.0_3.055
43,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,8,6,0,right,G,1.0_3.055
44,3.055,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, /G, R/, mRR/GG",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,9,6,1,right,G,1.0_3.055
45,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,right,R,1.0_3.055
46,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,left,R,1.0_3.055
47,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,left,G,1.0_3.055
48,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,left,G,1.0_3.055
49,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,4,3,0,right,R,1.0_3.055
50,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,5,4,0,left,G,1.0_3.055
51,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,6,5,0,right,R,1.0_3.055
52,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,7,5,1,right,R,1.0_3.055
53,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,8,6,0,left,G,1.0_3.055
54,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,9,6,1,left,G,1.0_3.055
55,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,10,6,0,right,R,1.0_3.055
56,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,11,6,1,right,R,1.0_3.055
57,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,12,6,2,right,R,1.0_3.055
58,3.055,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, mRG/, G/, /mR, G/, /RR, mGG/RRR, G/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,13,7,0,left,G,1.0_3.055
59,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,left,B,1.0_3.055
60,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,right,B,1.0_3.055
61,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,2,2,0,left,B,1.0_3.055
62,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,3,3,0,left,B,1.0_3.055
63,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,4,4,0,left,B,1.0_3.055
64,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,5,5,0,left,B,1.0_3.055
65,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,6,5,1,left,B,1.0_3.055
66,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,7,5,2,left,B,1.0_3.055
67,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,8,5,3,left,B,1.0_3.055
68,3.055,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","B/, /B, B/, B/, B/, mBBBB/, mB/",1.0,MALE,7,1.0,1.0,0.0,0.0,0.0,0.0,9,6,0,left,B,1.0_3.055
69,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,right,G,1.0_5.273
70,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,1,1,0,left,R,1.0_5.273
71,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,2,2,0,left,R,1.0_5.273
72,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,3,2,0,right,G,1.0_5.273
73,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,4,3,0,left,R,1.0_5.273
74,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,5,4,0,left,R,1.0_5.273
75,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,6,4,1,left,R,1.0_5.273
76,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,7,5,0,left,R,1.0_5.273
77,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,8,5,1,left,R,1.0_5.273
78,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,9,6,0,right,G,1.0_5.273
79,5.273,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, RGc/, R/, RR/, RR/, /GG",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,10,6,1,right,G,1.0_5.273
80,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,left,R,1.0_5.273
81,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,1,1,0,left,R,1.0_5.273
82,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,2,2,0,right,G,1.0_5.273
83,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,3,3,0,left,R,1.0_5.273
84,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,4,4,0,right,G,1.0_5.273
85,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,5,4,1,right,G,1.0_5.273
86,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,6,5,0,left,R,1.0_5.273
87,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,7,5,1,left,R,1.0_5.273
88,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,8,5,2,left,R,1.0_5.273
89,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,9,6,0,right,G,1.0_5.273
90,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,10,6,1,right,G,1.0_5.273
91,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,11,7,0,left,R,1.0_5.273
92,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,12,7,1,left,R,1.0_5.273
93,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,13,8,0,left,R,1.0_5.273
94,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,14,9,0,left,R,1.0_5.273
95,5.273,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /G, R/, /GG, mRRR/, /GG, RR/, R/, RR/",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,15,9,1,left,R,1.0_5.273
96,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,left,R,1.0_5.273
97,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,1,0,1,left,B,1.0_5.273
98,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,2,1,0,right,G,1.0_5.273
99,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,3,1,1,right,B,1.0_5.273
100,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,4,2,0,left,R,1.0_5.273
101,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,5,2,1,left,B,1.0_5.273
102,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,6,3,0,right,G,1.0_5.273
103,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,7,3,1,right,B,1.0_5.273
104,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,8,4,0,left,R,1.0_5.273
105,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,9,4,1,left,B,1.0_5.273
106,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,10,5,0,right,G,1.0_5.273
107,5.273,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",1.0,MALE,8,1.0,1.0,1.0,0.0,0.0,1.0,11,5,1,right,B,1.0_5.273
108,3.548,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","RRRcRRb/, R/, /MRGc, R/, /G ",4.0,FEMALE,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,left,R,4.0_3.548
109,3.548,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","RRRcRRb/, R/, /MRGc, R/, /G ",4.0,FEMALE,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,left,R,4.0_3.548
